camis,dba,boro,building,street,zipcode,phone,cuisine,latitude,longitude,nta_code,community_board,council_district,never_inspected,n_inspections,first_inspection,last_inspection,avg_score,latest_score,latest_grade,total_violations,total_critical,ever_closed
40369016,VIAND COFFEE SHOP,Manhattan,673,MADISON AVENUE,10065,2127516622,GREEK,40.76492405341,-73.97041614682,MN40,108,4,false,3,2023-04-18,2025-11-19,12.67,13,A,11,5,false
40369158,JODY'S CLUB,Staten Island,372,FOREST AVENUE,10301,7187276338,AMERICAN,40.63100906274,-74.10189564967,SI35,501,49,false,3,2024-01-18,2026-06-01,13.67,10,A,10,3,false
40369165,REIF'S TAVERN,Manhattan,302,EAST 92 STREET,10128,2124260519,AMERICAN,40.78151113898,-73.94857730019,MN32,108,5,false,3,2023-10-03,2026-02-25,18.0,9,A,13,8,false
40369262,JOHN'S PIZZERIA,Queens,85-02,GRAND AVENUE,11373,7184577561,PIZZA,40.73492185052,-73.88201392651,QN50,404,30,false,3,2023-02-01,2026-01-21,7.0,12,A,5,2,false
40369299,SEASHORE RESTAURANT,Bronx,591,CITY ISLAND AVENUE,10464,7188850300,SEAFOOD,40.85411692667,-73.79057359358,BX10,210,13,false,2,2023-10-31,2025-06-26,13.0,13,A,7,2,false
40369418,CAFFE REGGIO,Manhattan,119,MAC DOUGAL STREET,10012,2124759557,ITALIAN,40.73020663401,-74.00031751281,MN23,102,1,false,5,2023-08-29,2026-07-15,11.67,10,A,12,5,false
40369482,ARMANDO'S PIZZA,Brooklyn,1366,PENNSYLVANIA AVENUE,11239,7186428253,PIZZA,40.64798374272,-73.88192681495,BK93,305,42,false,4,2024-06-17,2026-02-18,15.67,10,A,11,5,false
40369521,KNICKERBOCKER BAR & GRILL,Manhattan,33,UNIVERSITY PLACE,10003,2122288490,STEAKHOUSE,40.73196863947,-73.99445059476,MN23,102,2,false,3,2022-08-24,2025-05-14,11.67,13,A,9,3,false
40369608,THE RIVER CAFE,Brooklyn,1,WATER STREET,11201,7185225200,AMERICAN,40.70295918024,-73.99433760709,BK38,302,33,false,3,2021-07-22,2023-12-28,14.0,9,A,8,7,false
40369619,MUDVILLE9,Manhattan,126,CHAMBERS STREET,10007,2129649464,AMERICAN,40.71529946809,-74.00879096576,MN24,101,1,false,4,2022-12-07,2025-12-03,19.5,11,A,13,7,false
40369641,JOHNNY'S REEF RESTAURANT,Bronx,2,CITY ISLAND AVENUE,10464,7188852086,SEAFOOD,40.83766441882,-73.78289893551,BX10,210,13,false,3,2023-05-11,2025-11-20,15.0,12,A,9,5,false
40369667,WHITE CASTLE,Brooklyn,846,EMPIRE BOULEVARD,11213,7187563377,HAMBURGERS,40.66349139936,-73.93226465227,BK60,309,41,false,3,2023-11-08,2025-10-06,8.0,6,A,8,3,false
40369669,WHITE CASTLE,Bronx,2701,BOSTON POST ROAD,10467,7182314978,HAMBURGERS,40.8656240743,-73.86225393458,BX07,211,13,false,3,2023-09-13,2026-03-18,7.67,2,A,7,2,false
40369675,WHITE CASTLE,Queens,43-02,QUEENS BOULEVARD,11104,7187862475,HAMBURGERS,40.7434505946,-73.9213277112,QN31,402,26,false,3,2023-04-06,2025-11-07,7.33,12,A,7,1,false
40369782,MCDONALD'S,Brooklyn,701,UTICA AVENUE,11203,7187780023,HAMBURGERS,40.6561812034,-73.93084488673,BK96,317,41,false,3,2023-08-09,2025-11-07,10.33,7,A,6,3,false
40369878,VILLA MOSCONI,Manhattan,69,MACDOUGAL STREET,10012,2126730390,ITALIAN,40.72853780392,-74.0017318445,MN23,102,2,false,4,2023-05-10,2025-04-17,25.25,25,B,22,14,false
40369958,SPARKS STEAKHOUSE,Manhattan,210,EAST 46 STREET,10017,2126874855,STEAKHOUSE,40.7530973082,-73.97209615547,MN19,106,4,false,2,2024-10-09,2026-04-14,8.0,12,A,5,1,false
40369983,THE DART SPORTS BAR,Queens,83-18,PARSONS BOULEVARD,11432,7182911894,AMERICAN,40.71527032635,-73.80769890589,QN35,408,24,false,3,2024-05-03,2026-06-01,22.33,38,A,15,7,false
40370015,BAMONTE'S,Brooklyn,32,WITHERS STREET,11211,7183848831,ITALIAN,40.71672774065,-73.95134021587,BK73,301,33,false,2,2023-12-06,2025-06-06,8.5,5,A,4,2,false
40370150,JOHN MULLIGAN'S FIRESIDE PUB,Bronx,4272,KATONAH AVENUE,10470,3473468001,IRISH,40.89778438017,-73.867218605,BX62,212,11,false,3,2023-04-03,2025-12-03,10.33,9,A,8,5,false
40370167,BURGER KING,Queens,222-10,NORTHERN BOULEVARD,11361,7182251695,HAMBURGERS,40.76185911524,-73.7591993411,QN46,411,19,false,4,2024-04-29,2026-01-21,7.0,11,A,5,1,false
40370168,EAR INN,Manhattan,326,SPRING STREET,10013,2122269060,AMERICAN,40.72599304179,-74.00930109166,MN24,102,3,false,7,2022-09-28,2025-04-15,30.2,13,A,28,17,false
40370436,ROSSINI'S,Manhattan,108,EAST 38 STREET,10016,2126830135,ITALIAN,40.7493494254,-73.97894066275,MN20,106,4,false,3,2024-05-21,2026-05-18,23.67,13,A,13,6,false
40370463,THREE GUYS,Manhattan,960,MADISON AVENUE,10021,2126288108,AMERICAN,40.77397437678,-73.96384103552,MN40,108,4,false,5,2023-09-25,2026-08-05,37.4,13,A,31,19,false
40370507,THE PLAYERS,Manhattan,16,GRAMERCY PARK SOUTH,10003,2124756116,AMERICAN,40.73777589867,-73.98648251565,MN21,106,2,false,3,2022-02-08,2024-09-05,16.33,11,A,9,6,false
40370739,PARNELL BAR GRILL INC.,Manhattan,205,WEST 14 STREET,10011,2129299772,UNKNOWN,40.73876755456,-74.00018403684,MN13,104,3,true,,,,,,,,,false
40370766,SMITH & WOLLENSKY,Manhattan,201,EAST 49 STREET,10017,2127531530,AMERICAN,40.755051274,-73.97087533929,MN19,106,4,false,3,2022-02-08,2025-01-08,9.67,12,A,7,2,false
40370781,MCDONALD'S,Queens,160-11,WILLETS POINT BOULEVARD,11357,7187466063,HAMBURGERS,40.7806191184,-73.80203901153,QN47,407,19,false,4,2023-03-24,2025-09-17,17.25,13,A,11,4,false
40370856,OLIVE TREE CAFE & COMEDY CELLAR,Manhattan,117,MAC DOUGAL STREET,10012,2122543480,AMERICAN,40.73012978037,-74.00038606626,MN23,102,1,false,1,2026-05-26,2026-05-26,7.0,7,A,2,1,false
40370939,MANDUCATIS,Queens,13-27,JACKSON AVENUE,11101,7187294602,ITALIAN,40.74446802904,-73.94890553884,QN31,402,26,false,3,2023-11-22,2026-01-28,13.67,7,A,10,5,false
40371291,SORISI PIZA CORP.,Queens,107-21,71 AVENUE,11375,,UNKNOWN,40.72048917346,-73.844592932,QN17,406,29,true,,,,,,,,,false
40371684,LIBERMAN'S LUNCHEONETTE,Brooklyn,4801,16 AVENUE,11204,7188518696,JEWISH/KOSHER,40.63150355135,-73.98500898569,BK88,312,44,false,3,2023-03-22,2025-07-17,8.33,2,A,6,3,false
40371718,ZAFI'S LUNCHEONETTE,Manhattan,500,GRAND STREET,10002,2125332415,AMERICAN,40.7147385531,-73.98260579443,MN28,103,1,false,4,2023-11-01,2025-11-24,11.0,10,A,8,6,false
40371727,LA PALINA RESTAURANT,Brooklyn,159,AVENUE O,11204,7182369764,ITALIAN,40.61077671676,-73.97886929375,BK29,311,44,false,2,2023-04-12,2025-11-08,11.5,13,A,5,2,false
40371805,TY'S,Manhattan,114,CHRISTOPHER STREET,10014,2127419641,AMERICAN,40.73319280806,-74.00547734234,MN23,102,3,false,4,2023-05-16,2025-12-03,13.33,12,A,10,5,false
40371906,MARINER INN,Brooklyn,3501,AVENUE S,11234,7183768058,AMERICAN,40.60933940668,-73.9319776615,BK45,318,46,false,3,2022-12-23,2025-04-30,10.33,9,A,7,4,false
40371988,NORTH SHORE DINER,Queens,196-52,NORTHERN BOULEVARD,11358,7182258000,AMERICAN,40.75784727913,-73.78456422962,QN48,411,19,false,9,2022-09-06,2025-06-25,29.56,13,C,43,27,false
40372112,GREEN HOUSE CAFE,Brooklyn,7717,THIRD AVENUE,11209,7188338200,AMERICAN,40.62982119169,-74.02845014317,BK31,310,43,false,3,2023-03-22,2026-01-07,6.33,5,A,5,3,false
40372196,MCDONALD'S,Bronx,3660,EAST TREMONT AVENUE,10465,7188221040,HAMBURGERS,40.8275780594,-73.82327207745,BX52,210,13,false,6,2023-08-29,2025-12-12,8.4,12,A,9,6,false
40372262,LA RIPAILLE,Manhattan,605,HUDSON STREET,10014,2122554406,FRENCH,40.73735385778,-74.00574110539,MN23,102,3,false,3,2022-09-13,2025-08-21,15.67,13,A,9,5,false
40372357,MARINA CAFE,Staten Island,154,MANSION AVENUE,10308,7189673077,ITALIAN,40.54430092593,-74.14090586193,SI54,503,51,false,3,2023-01-23,2025-03-26,16.33,12,A,9,5,false
40372422,BURGER KING,Queens,92-83,QUEENS BOULEVARD,11374,7185750116,HAMBURGERS,40.73177314149,-73.86656564973,QN18,406,29,false,3,2024-01-24,2026-02-19,10.67,7,A,7,3,false
40372445,OMONIA CAFE,Queens,32-20,BROADWAY,11106,7182746650,GREEK,40.76147748159,-73.92436022888,QN70,401,22,false,9,2023-02-22,2025-09-12,27.62,27,B,42,22,true
40372466,"MURALS ON 54, RANDOLPH'S",Manhattan,65,WEST 54 STREET,10019,2122472700,AMERICAN,40.76186522252,-73.97733031954,MN17,105,4,false,4,2023-05-03,2026-02-06,23.75,13,A,21,10,false
40372485,VETERANS OF FOREIGN WARS POST #107 CANTEEN,Brooklyn,2414,GERRITSEN AVENUE,11229,7187696094,AMERICAN,40.59810167085,-73.9310133007,BK17,315,46,false,2,2022-11-03,2024-09-11,4.5,7,A,3,1,false
40372596,TROPICAL HOUSE BAKING CO.,Brooklyn,267,SCHENECTADY AVENUE,11213,7187739523,BAKERY PRODUCTS/DESSERTS,40.66943475935,-73.93383028648,BK61,308,35,false,3,2023-12-20,2026-01-13,14.33,12,A,9,4,false
40372618,BURGER KING,Queens,154-05,ROCKAWAY BOULEVARD,11434,7185275044,HAMBURGERS,40.66793531877,-73.78098427964,QN02,412,28,false,9,2023-06-29,2026-03-20,13.0,13,A,22,10,false
40372631,YANKEE'S PIZZA,Bronx,1599,WESTCHESTER AVENUE,10472,7183284349,PIZZA,40.82917832516,-73.87570682252,BX08,209,17,false,4,2023-03-10,2025-11-25,10.0,9,A,9,5,false
40372971,RACQUET & TENNIS CLUB,Manhattan,370,PARK AVENUE,10022,2127539700,AMERICAN,40.75879834576,-73.97281207931,MN17,105,4,false,2,2024-09-12,2026-02-11,10.0,10,A,4,2,false
40373113,ASTRO RESTAURANT,Manhattan,101,WEST 55 STREET,10019,2124896284,AMERICAN,40.76313625147,-73.97839841298,MN17,105,4,false,4,2023-12-18,2026-01-27,19.5,12,A,17,9,false
40373118,GOLDEN DOVE DINER,Staten Island,3281,RICHMOND AVENUE,10312,7189671900,AMERICAN,40.55901275311,-74.1694397012,SI54,503,51,false,7,2023-04-04,2026-03-24,16.14,12,A,21,13,false
40373160,KORNER PIZZERIA,Brooklyn,226,CHURCH AVENUE,11218,7188533755,PIZZA,40.6433763522,-73.9780265478,BK41,312,39,false,3,2023-01-11,2025-10-14,11.0,10,A,7,3,false
40373462,VILLA BERULIA,Manhattan,107,EAST 34 STREET,10016,2126891970,ITALIAN,40.74686574617,-73.98082174297,MN20,106,2,false,3,2023-12-05,2026-04-09,9.33,11,A,7,4,false
40373500,VICTOR'S CAFE,Manhattan,236,WEST 52 STREET,10019,2125867714,LATIN AMERICAN,40.76296148404,-73.9838530007,MN17,105,3,false,2,2023-11-15,2025-07-23,15.0,13,A,7,3,false
40373597,PETE'S PIZZERIA & RESTAURANT,Brooklyn,7522,3 AVENUE,11209,7187455442,PIZZA,40.63124038267,-74.02788872478,BK31,310,43,false,4,2023-10-24,2026-07-21,14.5,7,A,11,6,false
40373669,BUBO,Manhattan,515,3 AVENUE,10016,2125323300,MEDITERRANEAN,40.74604727577,-73.97786984907,MN20,106,4,false,2,2023-04-17,2025-10-16,9.5,8,A,4,1,false
40373888,IL MULINO,Manhattan,86,WEST 3 STREET,10012,2126733783,ITALIAN,40.72984432071,-73.99896087285,MN23,102,2,false,2,2022-05-04,2024-10-15,9.0,11,A,4,2,false
40373909,MCDONALD'S,Brooklyn,5804,CLARENDON ROAD,11203,7184510834,HAMBURGERS,40.64491615006,-73.92158847883,BK96,317,45,false,3,2023-08-09,2026-02-11,5.0,9,A,4,1,false
40373912,THE MALT HOUSE,Manhattan,206,THOMPSON STREET,10012,2122287701,AMERICAN,40.72878758884,-73.99935055587,MN23,102,1,false,3,2023-06-21,2025-08-09,10.67,9,A,9,4,false
40373937,SHUN LEE,Manhattan,37,WEST 65 STREET,10023,2125958895,CHINESE,40.77227389939,-73.98036309909,MN14,107,6,false,4,2022-10-26,2025-10-15,25.25,21,Z,20,11,false
40374136,TONY'S PIER RESTAURANT,Bronx,1,CITY ISLAND AVENUE,10464,7188851424,SEAFOOD,40.83765897033,-73.78292063713,BX10,210,13,false,2,2022-07-19,2024-10-24,9.5,7,A,5,2,false
40374192,ELIO'S,Manhattan,1621,SECOND AVENUE,10028,2127722242,ITALIAN,40.77670406411,-73.95260687884,MN32,108,5,false,2,2023-01-08,2025-11-05,21.5,30,A,9,6,false
40374266,THE LOST & FOUND,Manhattan,372,8 AVENUE,10001,2125647515,IRISH,40.74880507767,-73.99591087692,MN17,105,3,false,1,2025-11-05,2025-11-05,21.0,21,N,4,3,false
40374277,THE MOLLY WEE PUB,Manhattan,402,8 AVENUE,10001,2129672627,IRISH,40.74975473836,-73.99522146829,MN17,105,3,false,3,2023-01-26,2025-05-05,10.0,7,A,6,3,false
40374395,EL CARIBE,Brooklyn,5945,STRICKLAND AVENUE,11234,7185311200,ITALIAN,40.60865230773,-73.91428056082,BK45,318,46,false,2,2023-04-27,2025-06-26,9.0,13,A,5,2,false
40374415,OMEN AZEN,Manhattan,113,THOMPSON STREET,10012,2129258923,JAPANESE,40.72582322846,-74.00185083313,MN24,102,3,false,2,2023-04-18,2024-12-05,17.5,26,A,8,4,false
40374834,CASA BELLA,Manhattan,127,MULBERRY STREET,10013,2124314080,ITALIAN,40.71799515067,-73.99803755456,MN24,102,1,false,2,2024-11-07,2026-03-26,25.0,13,A,9,5,false
40374974,CHEZ NAPOLEON,Manhattan,365,WEST 50 STREET,10019,2122656980,FRENCH,40.76320355933,-73.98827145272,MN15,104,3,false,3,2022-12-10,2024-10-23,13.67,7,A,9,5,false
40375108,TURKEY'S NEST TAVERN,Brooklyn,94,BEDFORD AVENUE,11249,7183849774,AMERICAN,40.72051695674,-73.95485121574,BK73,301,33,false,4,2023-03-20,2025-11-26,5.33,12,A,5,1,false
40375286,LA VILLA DE PIZZA & RESTAURANT,Queens,82-07,153 AVENUE,11414,7186418259,PIZZA,40.66608920813,-73.8519582509,QN57,410,32,false,3,2022-02-14,2024-11-07,8.67,2,A,6,4,false
40375369,OZONE PIZZERIA,Queens,96-15,LIBERTY AVENUE,11417,7188459555,PIZZA,40.68068176814,-73.84263818037,QN56,410,32,false,3,2024-07-31,2026-04-06,10.67,10,A,7,3,false
40375616,ARTURO'S,Manhattan,1617,YORK AVENUE,10028,2125354480,ITALIAN,40.77545296805,-73.94747716452,MN32,108,5,false,3,2022-03-10,2024-10-03,9.0,5,A,7,3,false
40375699,GENE'S RESTURANT,Manhattan,73,WEST 11 STREET,10011,2126752048,ITALIAN,40.73493582977,-73.99718548142,MN23,102,2,false,2,2023-05-09,2025-01-08,9.5,12,A,4,3,false
40375929,VILLA FIORITA,Brooklyn,7720,18 AVENUE,11214,7188377950,ITALIAN,40.61204672668,-73.99734555518,BK28,311,43,false,2,2023-03-30,2025-10-25,4.5,4,A,3,0,false
40375953,ANGELA BAKERY CORP,Bronx,2407,GRAND CONCOURSE,10468,,UNKNOWN,40.86024630462,-73.89834466854,BX40,205,14,true,,,,,,,,,false
40376077,FONTANA FAMOUS PIZZA & GYRO,Queens,200-02,NORTHERN BOULEVARD,11361,7186310147,GREEK,40.75771553572,-73.78310998574,QN46,411,19,false,6,2023-02-13,2026-01-21,22.75,7,A,15,9,false
40376142,LUSARDI'S RESTAURANT,Manhattan,1494,SECOND AVENUE,10075,2122492020,ITALIAN,40.77250580327,-73.95564622554,MN31,108,5,false,3,2023-05-11,2025-11-24,18.67,12,A,12,7,false
40376204,PORTOFINO,Queens,109-32,ASCAN AVENUE,11375,7182611239,ITALIAN,40.71874857073,-73.84029327872,QN17,406,29,false,5,2022-12-28,2025-04-16,21.0,13,A,17,6,false
40376290,KING'S ARMS RESTAURANT,Staten Island,500,FOREST AVENUE,10310,7184480326,AMERICAN,40.63043624775,-74.10698897239,SI35,501,49,false,4,2023-11-01,2026-03-04,15.25,10,A,13,6,false
40376352,BLUE NOTE,Manhattan,131,WEST 3 STREET,10012,2124758592,AMERICAN,40.73076381906,-74.00079378868,MN23,102,1,false,3,2023-04-20,2025-11-12,13.33,11,A,7,4,false
40376495,MARCO POLO RISTORANTE,Brooklyn,345,COURT STREET,11231,7188525015,ITALIAN,40.68228287263,-73.99592218276,BK33,306,39,false,3,2022-10-26,2025-06-27,11.67,9,A,10,4,false
40376496,THE MONSTER,Manhattan,80,GROVE STREET,10014,2129243557,AMERICAN,40.73340700477,-74.00242836844,MN23,102,3,false,3,2022-12-28,2025-11-20,12.67,13,A,8,5,false
40376515,AMERICAN MUSEUM OF NATURAL HISTORY FOOD COURT,Manhattan,,W 79 STREET,10024,2127695370,AMERICAN,,,,,,false,4,2022-01-12,2024-10-28,4.0,12,A,4,1,false
40376583,WAR MEMORIAL ICE SKATING RINK,Staten Island,0,MEMORIAL ICE SKATING,,9179214213,AMERICAN,,,,,,false,1,2024-12-13,2024-12-13,2.0,2,A,1,0,false
40376635,TRIPOLI / SWALLOW CAFE,Brooklyn,156,ATLANTIC AVENUE,11201,7185965800,MEDITERRANEAN,40.69030305021,-73.99464519028,BK33,306,39,false,2,2024-07-30,2026-04-28,21.5,38,A,8,4,false
40376718,PJ BERNSTEIN DELI,Manhattan,1215,THIRD AVENUE,10021,2128790914,SANDWICHES,40.76861307462,-73.96140346972,MN31,108,4,false,3,2023-03-20,2025-09-30,12.0,13,A,9,4,false
40376735,PJ CARNEY'S,Manhattan,906,7 AVENUE,10019,2126640056,IRISH,40.76573855173,-73.97988489909,MN17,105,6,false,4,2023-04-25,2025-07-24,18.0,12,A,13,8,false
40377124,JP'S RESTAURANT,Bronx,703,MINNIEFORD AVENUE,10464,7188853364,SEAFOOD,40.85725113072,-73.79041547017,BX10,210,13,false,2,2024-12-12,2026-06-25,17.0,21,A,8,3,false
40377243,JOHN & JOE PIZZERIA & RESTAURANT,Bronx,749,LYDIG AVENUE,10462,7184099776,PIZZA,40.85446554646,-73.86589200427,BX49,211,13,false,5,2023-10-10,2025-12-03,28.6,12,A,25,17,false
40377262,SUNSET PIZZERIA,Staten Island,645,ROSSVILLE AVENUE,10309,7183565918,PIZZA,40.54235091781,-74.20823691024,SI32,503,51,false,3,2023-04-05,2025-11-03,12.33,6,A,8,4,false
40377294,MCDONALD'S,Queens,70-02,COOPER AVENUE,11385,7184970722,HAMBURGERS,40.70173909929,-73.88083222471,QN19,405,32,false,5,2022-12-21,2025-12-19,8.25,2,A,9,3,false
40377325,JACKSON HOLE,Manhattan,521,THIRD AVENUE,10016,2126793264,HAMBURGERS,40.74622291538,-73.97773986754,MN20,106,4,false,5,2023-12-20,2026-03-31,27.0,25,B,21,12,false
40377385,NAPOLI PIZZA,Queens,164-02,69 AVENUE,11365,7183801172,PIZZA,40.7330734403,-73.80475350106,QN38,408,24,false,5,2023-05-02,2026-02-20,24.6,25,A,21,12,false
40377506,VESUVIO RESTAURANT & PIZZA,Brooklyn,7303,3 AVENUE,11209,7187450222,PIZZA,40.63271448104,-74.02726605723,BK31,310,43,false,3,2024-03-07,2026-07-20,27.0,18,A,17,10,false
40377630,JOHN'S COFFEE SHOP,Manhattan,823,SECOND AVENUE,10017,2128674955,AMERICAN,40.75102757214,-73.97133908698,MN19,106,4,false,3,2022-11-18,2025-10-01,8.33,11,A,6,2,false
40377789,CAFE LUXEMBOURG,Manhattan,200,WEST 70 STREET,10023,2128737411,FRENCH,40.7774646539,-73.98301540541,MN14,107,6,false,3,2024-02-23,2026-08-04,15.33,24,A,10,4,false
40378035,DUNKIN' / BASKIN ROBBINS,Queens,153-67,HORACE HARDING EXPRESSWAY,11367,7183584031,DONUTS,40.73939635269,-73.81574115592,QN62,407,20,false,6,2024-02-23,2026-03-18,19.0,13,A,18,10,false
40378190,NARITA,Queens,107-08,70 ROAD,11375,7182632999,JAPANESE,40.7209818649,-73.84561273077,QN17,406,29,false,3,2024-11-18,2026-05-20,26.0,25,Z,14,6,false
40378212,CUCHIFRITOS,Manhattan,168,EAST 116 STREET,10029,2128764846,SPANISH,40.79828609043,-73.94086392362,MN34,111,8,false,7,2024-01-23,2026-04-23,23.25,12,A,19,10,false
40378571,IL CANTINORI,Manhattan,32,EAST 10 STREET,10003,2126736044,ITALIAN,40.73240223736,-73.99307221868,MN23,102,2,false,3,2023-05-17,2025-07-28,14.33,12,A,8,6,false
40378579,ANDREW'S NYC DINER,Manhattan,463,7 AVENUE,10018,2126951962,AMERICAN,40.75174161377,-73.99005645841,MN17,105,3,false,4,2024-03-26,2026-07-28,18.5,9,A,14,9,false
40378827,KOSHER HUT OF BROOKLYN,Brooklyn,709,KINGS HIGHWAY,11223,7183768996,JEWISH/KOSHER,40.60619789188,-73.96543762922,BK25,315,44,false,3,2023-01-31,2025-12-22,30.67,28,B,18,12,false
40378874,TERRA BLUES,Manhattan,149,BLEEKER STREET,10012,2127777776,AMERICAN,40.72826882815,-73.99935777693,MN23,102,1,false,2,2024-09-14,2026-03-26,5.0,5,A,2,2,false
40379026,FLAMINGO,Queens,85-12,ROOSEVELT AVENUE,11372,7186061633,LATIN AMERICAN,40.74793364816,-73.88091529109,QN29,404,25,false,3,2024-06-07,2025-11-24,17.67,10,A,9,7,false
40379028,LOOK'S FIRST COOK,Manhattan,350,3 AVENUE,10010,,UNKNOWN,40.74047612336,-73.98195670804,MN21,106,2,true,,,,,,,,,false
40379149,MONTE'S TRATTORIA,Manhattan,97,MACDOUGAL STREET,10012,2126749456,ITALIAN,40.72944358561,-74.00096335165,MN23,102,2,false,6,2022-03-01,2025-01-29,33.67,13,A,29,20,true
40379580,COOPER TOWN DINER,Manhattan,339,1 AVENUE,10003,2126779287,AMERICAN,40.7347529574,-73.97994841433,MN21,106,2,false,4,2023-11-21,2026-04-21,21.75,8,A,18,10,false
40379628,HASAKI,Manhattan,210,EAST 9 TH STREET,,2124733327,JAPANESE,,,,,,false,2,2023-06-13,2025-07-08,12.5,13,A,5,2,false
40379662,MEZZALUNA,Manhattan,1295,THIRD AVENUE,10021,2125359600,ITALIAN,40.77128305492,-73.95946677703,MN31,108,4,false,4,2023-06-23,2026-04-08,23.0,20,C,17,8,false
40379746,RESTUARANT NIPPON,Manhattan,155,EAST 52 STREET,10022,2126885941,JAPANESE,40.75751058012,-73.970881479,MN19,106,4,false,2,2024-10-21,2025-01-27,25.5,11,A,12,5,false
40379890,O'HARA'S,Manhattan,120,CEDAR STREET,10006,2122673032,AMERICAN,40.70963664185,-74.01271100592,MN25,101,1,false,3,2023-11-20,2026-03-26,19.67,27,B,10,6,false
40379920,E.A.T. CAFE,Manhattan,1064,MADISON AVENUE,10028,2127720022,AMERICAN,40.77737157688,-73.96136587757,MN40,108,4,false,4,2024-04-18,2026-08-05,10.5,10,A,8,4,false
40380154,KUMNESS INC.,Manhattan,2549,AMSTERDAM AVENUE,10033,2129239470,UNKNOWN,40.85151325954,-73.92839628634,MN35,112,10,true,,,,,,,,,false
40380164,CUCHIFRITOS,Bronx,158,E. 188 TH ST,,7183674500,SPANISH,,,,,,false,5,2023-06-05,2026-05-14,24.75,33,A,21,11,false
40380182,CLUB 101,Manhattan,101,PARK AVENUE,10178,2126871045,AMERICAN,40.75098521845,-73.97848538066,MN20,105,4,false,2,2023-10-16,2025-10-14,6.5,11,A,3,2,false
40380353,G & S PIZZERIA INC.,Queens,107-21,71 AVENUE,11375,,UNKNOWN,40.72048917346,-73.844592932,QN17,406,29,true,,,,,,,,,false
40380422,CARLO'S PIZZERIA,Queens,74-02,METROPOLITAN AVENUE,11379,7188947915,PIZZA,40.7128252087,-73.87819353069,QN21,405,30,false,4,2023-02-01,2025-10-06,11.0,10,A,8,4,false
40380432,THE BITTER END,Manhattan,147,BLEECKER STREET,10012,2126737030,AMERICAN,40.72821942176,-73.99925675363,MN23,102,1,false,3,2022-05-04,2024-12-06,10.67,8,A,7,5,false
40380457,ARRIBA ARRIBA,Manhattan,762,9 AVENUE,10019,2124890810,MEXICAN,40.76419717623,-73.98841567502,MN15,104,3,false,2,2023-08-03,2025-09-02,5.5,9,A,4,1,false
40380464,GEIDO,Brooklyn,331,FLATBUSH AVENUE,11217,7186388866,JAPANESE,40.67779203364,-73.97289930984,BK64,308,35,false,4,2023-01-25,2025-11-22,15.25,12,A,10,9,false
40380517,BARNEY GREENGRASS,Manhattan,541,AMSTERDAM AVENUE,10024,2127244707,JEWISH/KOSHER,40.78782460723,-73.97489469674,MN12,107,6,false,5,2023-11-15,2026-05-28,20.4,13,A,18,12,false
40380520,ANNAM BRAHAM RESTAURANT,Queens,84-43,164 STREET,11432,7185232600,INDIAN,40.71335810898,-73.8017742178,QN35,408,24,false,2,2024-06-20,2026-01-13,7.0,6,A,2,2,false
40380582,UZIELLI RESTAURANT,Manhattan,1444,3 AVENUE,10028,,UNKNOWN,40.77608235052,-73.95598684075,MN40,108,5,true,,,,,,,,,false
40380592,MONTERO BAR & GRILL,Brooklyn,73,ATLANTIC AVENUE,11201,2125207855,AMERICAN,40.69124735965,-73.99798786108,BK09,302,33,false,2,2024-10-16,2025-11-24,10.5,11,A,5,2,false
40380657,PETE'S CLAM STOP,Brooklyn,1320,SURF AVENUE,11224,9177501299,AMERICAN,40.57552866663,-73.98185025055,BK21,313,47,false,2,2024-08-14,2026-05-07,14.0,12,A,6,4,false
40380660,BURRITO LOCO,Manhattan,166,WEST 4 STREET,10014,2126751977,MEXICAN,40.73201268135,-74.00140358912,MN23,102,3,false,1,2025-05-19,2025-05-19,13.0,13,A,3,2,false
40380826,FIT CAFETERIA (DAVID DUBINSKY STUDENT CENTER),Manhattan,227,WEST 27 STREET,10001,2122175770,AMERICAN,40.74711975771,-73.99499068076,MN17,105,3,false,5,2024-10-04,2026-04-27,22.25,12,A,16,11,false
40380996,SMILING PIZZA,Brooklyn,323,7 AVENUE,11215,7187882137,PIZZA,40.66706165392,-73.98141431533,BK37,306,39,false,3,2023-03-14,2025-10-30,9.67,9,A,7,3,false
40381551,CLARK'S,Brooklyn,80,CLARK STREET,11201,7188555484,AMERICAN,40.69751075041,-73.9932597808,BK09,302,33,false,7,2022-07-18,2025-07-17,18.67,11,A,21,11,false
40381720,MISS LILY'S 7A CAFE,Manhattan,109,AVENUE A,10009,8623368251,CARIBBEAN,40.72596205537,-73.98360944925,MN22,103,2,false,3,2024-04-16,2026-07-11,7.33,0,A,6,3,false
40382057,DYKER BEACH GOLF (GRILL ROOM),Brooklyn,1020,86TH STREET,11228,7188369722,AMERICAN,40.61771573774,-74.01999468055,BK99,310,50,false,2,2024-06-03,2026-04-16,22.5,22,N,10,6,false
40382067,GOLDEN HUANG CORPORATION,Queens,1044,BEACH 20 STREET,11691,,UNKNOWN,40.60318663008,-73.75311156911,QN15,414,31,true,,,,,,,,,false
40382652,TOMMY'S PIZZA,Bronx,4033,EAST TREMONT AVENUE,10465,7188292828,PIZZA,40.81955991067,-73.81753076449,BX52,210,13,false,2,2024-04-15,2025-04-09,10.5,11,A,4,2,false
